area,part_of,ts,cases,fatalities,recovered,tested,hospitalized,ventilated
Istarska,HR,2020-06-04 12:40:00,92,2,,,,
Istarska,HR,2020-06-05 14:00:00,92,2,,,,
Istarska,HR,2020-06-06 13:10:00,92,2,,,,
Istarska,HR,2020-06-07 14:00:00,92,2,,,,
Istarska,HR,2020-06-08 12:47:00,92,2,,,,
Istarska,HR,2020-06-09 14:00:00,92,2,,,,
Istarska,HR,2020-06-10 12:43:00,92,2,,,,
Istarska,HR,2020-06-11 14:00:00,92,2,,,,
Istarska,HR,2020-06-12 13:04:00,92,2,,,,
Istarska,HR,2020-06-13 13:52:00,92,2,,,,
Istarska,HR,2020-06-14 13:24:00,92,2,,,,
Istarska,HR,2020-06-15 13:09:00,92,2,,,,
Istarska,HR,2020-06-16 12:44:00,92,2,,,,
Istarska,HR,2020-06-17 14:00:00,92,2,,,,
Istarska,HR,2020-06-18 13:01:00,94,2,,,,
Istarska,HR,2020-06-19 14:00:00,94,2,,,,
Istarska,HR,2020-06-20 14:00:00,94,2,,,,
Istarska,HR,2020-06-21 12:48:00,94,2,,,,
Istarska,HR,2020-06-22 14:00:00,94,2,,,,
Istarska,HR,2020-06-23 14:00:00,95,2,,,,
Istarska,HR,2020-06-24 14:00:00,97,2,,,,
Istarska,HR,2020-06-25 12:43:00,99,2,,,,
Istarska,HR,2020-06-26 14:28:00,99,2,,,,
Istarska,HR,2020-06-27 14:03:00,99,2,,,,
Istarska,HR,2020-06-28 13:52:00,99,2,,,,
Istarska,HR,2020-06-29 13:30:00,101,2,,,,
Istarska,HR,2020-06-30 14:00:00,101,2,,,,
Istarska,HR,2020-07-01 14:00:00,101,2,,,,
Istarska,HR,2020-07-02 13:00:00,101,2,,,,
Istarska,HR,2020-07-03 13:02:00,102,2,,,,
Istarska,HR,2020-07-04 12:48:00,102,2,,,,
Istarska,HR,2020-07-05 12:55:00,103,2,,,,
Istarska,HR,2020-07-06 12:41:00,103,2,,,,
Istarska,HR,2020-07-07 14:00:00,103,2,,,,
Istarska,HR,2020-07-08 12:19:00,104,2,,,,
Istarska,HR,2020-07-09 12:28:00,105,2,,,,
Istarska,HR,2020-07-10 12:54:00,105,2,,,,
Istarska,HR,2020-07-11 13:09:00,105,2,,,,
Istarska,HR,2020-07-12 12:55:00,105,2,,,,
Istarska,HR,2020-07-13 14:00:00,105,2,,,,
Istarska,HR,2020-07-14 14:00:00,111,2,,,,
Istarska,HR,2020-07-15 13:51:00,147,2,,,,
Istarska,HR,2020-07-16 13:42:00,148,2,,,,
Istarska,HR,2020-07-17 14:00:00,148,2,,,,
Istarska,HR,2020-07-18 14:00:00,164,2,,,,
Istarska,HR,2020-07-19 13:29:00,173,2,,,,
Istarska,HR,2020-07-20 14:00:00,173,4,,,,
Istarska,HR,2020-07-21 14:00:00,173,4,,,,
Istarska,HR,2020-07-22 14:00:00,204,4,,,,
Istarska,HR,2020-07-23 14:00:00,214,5,,,,
Istarska,HR,2020-07-24 13:31:00,214,5,,,,
Istarska,HR,2020-07-25 15:05:00,234,6,,,,
Istarska,HR,2020-07-26 14:00:00,245,7,,,,
Istarska,HR,2020-07-27 14:00:00,245,7,,,,
Istarska,HR,2020-07-28 14:00:00,248,7,,,,
Istarska,HR,2020-07-29 13:44:00,255,7,,,,
Istarska,HR,2020-07-30 13:28:00,256,8,,,,
Istarska,HR,2020-07-31 14:00:00,259,8,,,,
Istarska,HR,2020-08-01 13:27:00,263,8,,,,
Istarska,HR,2020-08-02 13:41:00,263,8,,,,
Istarska,HR,2020-08-03 13:14:00,263,9,,,,
Istarska,HR,2020-08-04 12:54:00,265,9,,,,
Istarska,HR,2020-08-05 12:31:00,265,9,,,,
Istarska,HR,2020-08-06 13:29:00,266,9,,,,
Istarska,HR,2020-08-07 13:00:00,267,10,,,,
Istarska,HR,2020-08-08 13:02:00,268,11,,,,
Istarska,HR,2020-08-09 13:01:00,268,11,,,,
Istarska,HR,2020-08-10 12:58:00,268,11,,,,
Istarska,HR,2020-08-11 13:09:00,269,11,,,,
Istarska,HR,2020-08-12 13:02:00,272,11,,,,
Istarska,HR,2020-08-13 13:11:00,274,11,,,,
Istarska,HR,2020-08-14 13:10:00,277,11,,,,
Istarska,HR,2020-08-15 12:58:00,278,11,,,,
Istarska,HR,2020-08-16 12:53:00,279,11,,,,
Istarska,HR,2020-08-17 13:20:00,283,11,,,,
Istarska,HR,2020-08-18 13:39:00,290,11,,,,
Istarska,HR,2020-08-19 13:51:00,294,12,,,,
Istarska,HR,2020-08-20 13:50:00,321,12,,,,
Istarska,HR,2020-08-21 13:33:00,330,12,,,,
Istarska,HR,2020-08-22 13:56:00,337,12,,,,
Istarska,HR,2020-08-23 13:45:00,339,12,,,,
Istarska,HR,2020-08-24 13:03:00,341,12,,,,
Istarska,HR,2020-08-25 13:00:00,352,12,,,,
Istarska,HR,2020-08-26 13:02:00,361,12,,,,
Istarska,HR,2020-08-27 13:14:00,366,12,,,,
Istarska,HR,2020-08-28 12:46:00,376,12,,,,
Istarska,HR,2020-08-29 13:00:00,381,12,,,,
Istarska,HR,2020-08-30 08:47:00,382,12,,,,
Istarska,HR,2020-08-31 08:09:00,385,12,,,,
Istarska,HR,2020-09-01 09:12:00,388,12,,,,
Istarska,HR,2020-09-02 08:14:00,399,12,,,,
Istarska,HR,2020-09-03 08:52:00,404,12,,,,
Istarska,HR,2020-09-04 08:53:00,407,12,,,,
Istarska,HR,2020-09-05 08:19:00,414,12,,,,
Istarska,HR,2020-09-06 08:16:00,420,12,,,,
Istarska,HR,2020-09-07 09:01:00,423,12,,,,
Istarska,HR,2020-09-08 08:10:00,431,12,,,,
Istarska,HR,2020-09-09 08:11:00,435,12,,,,
Istarska,HR,2020-09-10 09:15:00,446,12,,,,
Istarska,HR,2020-09-11 08:45:00,447,12,,,,
Istarska,HR,2020-09-12 08:44:00,450,12,,,,
Istarska,HR,2020-09-13 08:39:00,453,12,,,,
Istarska,HR,2020-09-14 08:15:00,454,12,,,,
Istarska,HR,2020-09-15 08:55:00,456,12,,,,
Istarska,HR,2020-09-16 08:10:00,456,12,,,,
Istarska,HR,2020-09-17 08:29:00,459,12,,,,
Istarska,HR,2020-09-18 08:23:00,459,12,,,,
Istarska,HR,2020-09-19 08:30:00,459,12,,,,
Istarska,HR,2020-09-20 08:37:00,460,12,,,,
Istarska,HR,2020-09-21 08:04:00,460,12,,,,
Istarska,HR,2020-09-22 08:12:00,461,12,,,,
Istarska,HR,2020-09-23 08:47:00,462,12,,,,
Istarska,HR,2020-09-24 08:11:00,469,12,,,,
Istarska,HR,2020-09-25 08:19:00,470,12,,,,
Istarska,HR,2020-09-26 08:42:00,471,12,,,,
Istarska,HR,2020-09-27 08:45:00,471,12,,,,
Istarska,HR,2020-09-28 08:39:00,471,12,,,,
Istarska,HR,2020-09-29 08:36:00,474,12,,,,
Istarska,HR,2020-09-30 08:38:00,476,12,,,,
Istarska,HR,2020-10-01 08:36:00,478,12,,,,
Istarska,HR,2020-10-02 08:31:00,479,12,,,,
Istarska,HR,2020-10-03 08:35:00,481,12,,,,
Istarska,HR,2020-10-04 08:32:00,483,12,,,,
Istarska,HR,2020-10-05 08:07:00,484,12,,,,
Istarska,HR,2020-10-06 08:41:00,484,12,,,,
Istarska,HR,2020-10-07 08:46:00,487,12,,,,
Istarska,HR,2020-10-08 09:05:00,489,12,,,,
Istarska,HR,2020-10-09 08:21:00,490,12,,,,
Istarska,HR,2020-10-10 09:08:00,493,12,,,,
Istarska,HR,2020-10-11 08:39:00,496,12,,,,
Istarska,HR,2020-10-12 08:28:00,497,12,,,,
Istarska,HR,2020-10-13 08:25:00,498,12,,,,
Istarska,HR,2020-10-14 08:28:00,504,12,,,,
Istarska,HR,2020-10-15 08:54:00,513,12,,,,
Istarska,HR,2020-10-16 08:20:00,517,12,,,,
Istarska,HR,2020-10-17 08:33:00,532,12,,,,
Istarska,HR,2020-10-18 08:47:00,539,12,,,,
Istarska,HR,2020-10-19 09:08:00,544,13,,,,
Istarska,HR,2020-10-20 08:51:00,558,13,,,,
Istarska,HR,2020-10-21 08:53:00,587,13,,,,
Istarska,HR,2020-10-22 08:16:00,637,13,,,,
Istarska,HR,2020-10-23 08:44:00,701,13,,,,
Istarska,HR,2020-10-24 08:46:00,746,13,,,,
Istarska,HR,2020-10-25 08:42:00,810,13,,,,
Istarska,HR,2020-10-26 08:34:00,817,13,,,,
Istarska,HR,2020-10-27 09:09:00,868,13,,,,
Istarska,HR,2020-10-28 09:14:00,928,13,,,,
Istarska,HR,2020-10-29 09:06:00,979,13,,,,
Istarska,HR,2020-10-30 08:46:00,1027,13,,,,
Istarska,HR,2020-10-31 08:40:00,1066,14,,,,
Istarska,HR,2020-11-01 08:49:00,1104,14,,,,
Istarska,HR,2020-11-02 08:15:00,1114,14,,,,
Istarska,HR,2020-11-03 08:17:00,1164,14,,,,
Istarska,HR,2020-11-04 08:15:00,1225,15,,,,
Istarska,HR,2020-11-05 08:15:00,1309,15,,,,
Istarska,HR,2020-11-06 08:27:00,1404,15,,,,
Istarska,HR,2020-11-07 08:21:00,1477,15,,,,
Istarska,HR,2020-11-08 08:40:00,1557,16,,,,
Istarska,HR,2020-11-09 08:45:00,1625,16,,,,
Istarska,HR,2020-11-10 08:40:00,1689,16,,,,
Istarska,HR,2020-11-11 09:02:00,1764,16,,,,
Istarska,HR,2020-11-12 08:47:00,1841,16,,,,
Istarska,HR,2020-11-13 08:29:00,1924,16,,,,
Istarska,HR,2020-11-14 08:25:00,2005,17,,,,
Istarska,HR,2020-11-15 08:40:00,2090,17,,,,
Istarska,HR,2020-11-16 08:21:00,2167,18,,,,
Istarska,HR,2020-11-17 08:11:00,2236,19,,,,
Istarska,HR,2020-11-18 08:13:00,2318,20,,,,
Istarska,HR,2020-11-19 08:34:00,2397,21,,,,
Istarska,HR,2020-11-20 08:53:00,2475,21,,,,
Istarska,HR,2020-11-21 08:33:00,2557,21,,,,
Istarska,HR,2020-11-22 08:30:00,2637,22,,,,
Istarska,HR,2020-11-23 08:45:00,2692,22,,,,
Istarska,HR,2020-11-24 08:39:00,2782,22,,,,
Istarska,HR,2020-11-25 08:50:00,2875,24,,,,
Istarska,HR,2020-11-26 08:48:00,3047,24,,,,
Istarska,HR,2020-11-27 08:48:00,3084,24,,,,
Istarska,HR,2020-11-28 08:45:00,3202,26,,,,
Istarska,HR,2020-11-29 08:30:00,3285,26,,,,
Istarska,HR,2020-11-30 08:40:00,3362,26,,,,
Istarska,HR,2020-12-01 08:59:00,3441,27,,,,
Istarska,HR,2020-12-02 08:42:00,3532,27,,,,
Istarska,HR,2020-12-03 08:47:00,3621,27,,,,
Istarska,HR,2020-12-05 08:37:00,3798,28,,,,
Istarska,HR,2020-12-06 09:02:00,3886,29,,,,
Istarska,HR,2020-12-07 08:35:00,3970,30,,,,
Istarska,HR,2020-12-08 09:04:00,4056,31,,,,
Istarska,HR,2020-12-09 08:54:00,4146,31,,,,
Istarska,HR,2020-12-10 08:47:00,4242,32,,,,
Istarska,HR,2020-12-11 08:54:00,4344,33,,,,
Istarska,HR,2020-12-12 08:38:00,4436,34,,,,
Istarska,HR,2020-12-13 08:41:00,4522,35,,,,
Istarska,HR,2020-12-14 08:05:00,4588,36,,,,
Istarska,HR,2020-12-15 08:19:00,4675,37,,,,
Istarska,HR,2020-12-16 08:06:00,4770,37,,,,
Istarska,HR,2020-12-17 08:17:00,4863,37,,,,
Istarska,HR,2020-12-18 08:24:00,4937,38,,,,
Istarska,HR,2020-12-19 08:24:00,5023,40,,,,
Istarska,HR,2020-12-20 08:34:00,5045,40,,,,
Istarska,HR,2020-12-21 09:08:00,5051,41,,,,
Istarska,HR,2020-12-22 08:58:00,5118,42,,,,
Istarska,HR,2020-12-23 08:16:00,5208,44,,,,
Istarska,HR,2020-12-24 08:41:00,5266,44,,,,
Istarska,HR,2020-12-25 09:23:00,5333,45,,,,
Istarska,HR,2020-12-26 08:53:00,5358,45,,,,
Istarska,HR,2020-12-27 09:11:00,5365,49,,,,
Istarska,HR,2020-12-28 08:26:00,5367,49,,,,
Karlovačka,HR,2020-03-21 17:07:00,12,0,,,,
Karlovačka,HR,2020-03-22 15:34:00,12,0,,,,
Karlovačka,HR,2020-03-23 15:56:00,12,0,,,,
Karlovačka,HR,2020-03-24 16:00:00,16,0,,,,
Karlovačka,HR,2020-03-25 16:00:00,18,0,,,,
Karlovačka,HR,2020-03-26 15:21:00,18,0,,,,
Karlovačka,HR,2020-03-27 16:00:00,18,0,,,,
Karlovačka,HR,2020-03-28 15:38:00,18,1,,,,
Karlovačka,HR,2020-03-29 14:00:00,20,1,,,,
Karlovačka,HR,2020-03-30 13:34:00,20,1,,,,
Karlovačka,HR,2020-03-31 14:00:00,20,1,,,,
Karlovačka,HR,2020-04-01 14:00:00,20,1,,,,
Karlovačka,HR,2020-04-02 13:30:00,20,1,,,,
Karlovačka,HR,2020-04-03 13:48:00,21,1,,,,
Karlovačka,HR,2020-04-04 14:04:00,21,1,,,,
Karlovačka,HR,2020-04-05 14:00:00,21,1,,,,
Karlovačka,HR,2020-04-06 13:58:00,21,1,,,,
Karlovačka,HR,2020-04-07 14:00:00,22,1,,,,
Karlovačka,HR,2020-04-08 11:00:00,23,1,,,,
Karlovačka,HR,2020-04-09 14:00:00,23,1,,,,
Karlovačka,HR,2020-04-10 14:00:00,24,1,,,,
Karlovačka,HR,2020-04-11 13:17:00,26,1,,,,
Karlovačka,HR,2020-04-12 14:00:00,28,1,,,,
Karlovačka,HR,2020-04-13 14:00:00,28,1,,,,
Karlovačka,HR,2020-04-14 14:00:00,28,1,,,,
Karlovačka,HR,2020-04-15 14:00:00,28,1,,,,
Karlovačka,HR,2020-04-16 14:00:00,28,1,,,,
Karlovačka,HR,2020-04-17 14:00:00,28,1,,,,
Karlovačka,HR,2020-04-18 13:26:00,28,1,,,,
Karlovačka,HR,2020-04-19 14:00:00,28,1,,,,
Karlovačka,HR,2020-04-20 13:54:00,28,1,,,,
Karlovačka,HR,2020-04-21 14:00:00,29,1,,,,
Karlovačka,HR,2020-04-22 13:14:00,29,1,,,,
Karlovačka,HR,2020-04-23 14:00:00,29,1,,,,
Karlovačka,HR,2020-04-24 14:00:00,29,1,,,,
Karlovačka,HR,2020-04-25 14:00:00,29,1,,,,
Karlovačka,HR,2020-04-26 13:24:00,30,1,,,,
Karlovačka,HR,2020-04-27 14:00:00,30,1,,,,
Karlovačka,HR,2020-04-28 14:00:00,30,1,,,,
Karlovačka,HR,2020-04-29 14:00:00,30,1,,,,
Karlovačka,HR,2020-04-30 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-01 13:05:00,30,1,,,,
Karlovačka,HR,2020-05-02 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-03 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-04 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-05 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-06 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-07 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-08 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-09 13:36:00,30,1,,,,
Karlovačka,HR,2020-05-10 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-11 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-12 12:54:00,30,1,,,,
Karlovačka,HR,2020-05-13 14:03:00,30,1,,,,
Karlovačka,HR,2020-05-14 13:02:00,30,1,,,,
Karlovačka,HR,2020-05-15 14:00:00,30,1,,,,
Karlovačka,HR,2020-05-16 14:00:00,31,1,,,,
Karlovačka,HR,2020-05-17 13:47:00,31,1,,,,
Karlovačka,HR,2020-05-18 14:00:00,31,1,,,,
Karlovačka,HR,2020-05-19 13:18:00,31,1,,,,
Karlovačka,HR,2020-05-20 14:00:00,31,1,,,,
Karlovačka,HR,2020-05-21 13:56:00,31,1,,,,
Karlovačka,HR,2020-05-22 14:00:00,31,1,,,,
Karlovačka,HR,2020-05-23 12:32:00,31,1,,,,
Karlovačka,HR,2020-05-24 14:00:00,31,1,,,,
Karlovačka,HR,2020-05-25 12:49:00,31,1,,,,
Karlovačka,HR,2020-05-26 14:00:00,31,1,,,,
Karlovačka,HR,2020-05-27 12:49:00,31,1,,,,
Karlovačka,HR,2020-05-28 13:20:00,31,1,,,,
Karlovačka,HR,2020-05-29 14:00:00,31,1,,,,
Karlovačka,HR,2020-05-30 14:00:00,31,1,,,,
Karlovačka,HR,2020-05-31 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-01 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-02 12:38:00,31,1,,,,
Karlovačka,HR,2020-06-03 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-04 12:40:00,31,1,,,,
Karlovačka,HR,2020-06-05 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-06 13:10:00,31,1,,,,
Karlovačka,HR,2020-06-07 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-08 12:47:00,31,1,,,,
Karlovačka,HR,2020-06-09 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-10 12:43:00,31,1,,,,
Karlovačka,HR,2020-06-11 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-12 13:04:00,31,1,,,,
Karlovačka,HR,2020-06-13 13:52:00,31,1,,,,
Karlovačka,HR,2020-06-14 13:24:00,31,1,,,,
Karlovačka,HR,2020-06-15 13:09:00,31,1,,,,
Karlovačka,HR,2020-06-16 12:44:00,31,1,,,,
Karlovačka,HR,2020-06-17 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-18 13:01:00,31,1,,,,
Karlovačka,HR,2020-06-19 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-20 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-21 12:48:00,31,1,,,,
Karlovačka,HR,2020-06-22 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-23 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-24 14:00:00,31,1,,,,
Karlovačka,HR,2020-06-25 12:43:00,31,1,,,,
Karlovačka,HR,2020-06-26 14:28:00,31,1,,,,
Karlovačka,HR,2020-06-27 14:03:00,31,1,,,,
Karlovačka,HR,2020-06-28 13:52:00,32,1,,,,
Karlovačka,HR,2020-06-29 13:30:00,36,1,,,,
Karlovačka,HR,2020-06-30 14:00:00,38,1,,,,
Karlovačka,HR,2020-07-01 14:00:00,41,1,,,,
Karlovačka,HR,2020-07-02 13:00:00,44,1,,,,
Karlovačka,HR,2020-07-03 13:02:00,44,1,,,,
Karlovačka,HR,2020-07-04 12:48:00,50,1,,,,
Karlovačka,HR,2020-07-05 12:55:00,50,1,,,,
Karlovačka,HR,2020-07-06 12:41:00,50,1,,,,
Karlovačka,HR,2020-07-07 14:00:00,51,1,,,,
Karlovačka,HR,2020-07-08 12:19:00,52,1,,,,
Karlovačka,HR,2020-07-09 12:28:00,57,1,,,,
Karlovačka,HR,2020-07-10 12:54:00,59,1,,,,
Karlovačka,HR,2020-07-11 13:09:00,63,1,,,,
Karlovačka,HR,2020-07-12 12:55:00,65,1,,,,
Karlovačka,HR,2020-07-13 14:00:00,66,1,,,,
Karlovačka,HR,2020-07-14 14:00:00,68,1,,,,
Karlovačka,HR,2020-07-15 13:51:00,80,1,,,,
Karlovačka,HR,2020-07-16 13:42:00,81,1,,,,
Karlovačka,HR,2020-07-17 14:00:00,81,1,,,,
Karlovačka,HR,2020-07-18 14:00:00,84,1,,,,
Karlovačka,HR,2020-07-19 13:29:00,84,1,,,,
Karlovačka,HR,2020-07-20 14:00:00,84,1,,,,
Karlovačka,HR,2020-07-21 14:00:00,84,1,,,,
Karlovačka,HR,2020-07-22 14:00:00,90,1,,,,
Karlovačka,HR,2020-07-23 14:00:00,91,1,,,,
Karlovačka,HR,2020-07-24 13:31:00,91,1,,,,
Karlovačka,HR,2020-07-25 15:05:00,94,1,,,,
Karlovačka,HR,2020-07-26 14:00:00,94,1,,,,
Karlovačka,HR,2020-07-27 14:00:00,94,1,,,,
Karlovačka,HR,2020-07-28 14:00:00,94,1,,,,
Karlovačka,HR,2020-07-29 13:44:00,94,1,,,,
Karlovačka,HR,2020-07-30 13:28:00,95,1,,,,
Karlovačka,HR,2020-07-31 14:00:00,95,1,,,,
Karlovačka,HR,2020-08-01 13:27:00,98,1,,,,
Karlovačka,HR,2020-08-02 13:41:00,98,1,,,,
Karlovačka,HR,2020-08-03 13:14:00,100,2,,,,
Karlovačka,HR,2020-08-04 12:54:00,100,2,,,,
Karlovačka,HR,2020-08-05 12:31:00,103,2,,,,
Karlovačka,HR,2020-08-06 13:29:00,104,2,,,,
Karlovačka,HR,2020-08-07 13:00:00,104,2,,,,
Karlovačka,HR,2020-08-08 13:02:00,104,2,,,,
Karlovačka,HR,2020-08-09 13:01:00,106,2,,,,
Karlovačka,HR,2020-08-10 12:58:00,107,2,,,,
Karlovačka,HR,2020-08-11 13:09:00,108,2,,,,
Karlovačka,HR,2020-08-12 13:02:00,110,2,,,,
Karlovačka,HR,2020-08-13 13:11:00,115,2,,,,
Karlovačka,HR,2020-08-14 13:10:00,119,2,,,,
Karlovačka,HR,2020-08-15 12:58:00,128,2,,,,
Karlovačka,HR,2020-08-16 12:53:00,129,2,,,,
Karlovačka,HR,2020-08-17 13:20:00,129,2,,,,
Karlovačka,HR,2020-08-18 13:39:00,135,2,,,,
Karlovačka,HR,2020-08-19 13:51:00,149,2,,,,
Karlovačka,HR,2020-08-20 13:50:00,155,2,,,,
Karlovačka,HR,2020-08-21 13:33:00,156,2,,,,
Karlovačka,HR,2020-08-22 13:56:00,159,2,,,,
Karlovačka,HR,2020-08-23 13:45:00,162,2,,,,
Karlovačka,HR,2020-08-24 13:03:00,163,2,,,,
Karlovačka,HR,2020-08-25 13:00:00,166,2,,,,
Karlovačka,HR,2020-08-26 13:02:00,167,2,,,,
Karlovačka,HR,2020-08-27 13:14:00,169,2,,,,
Karlovačka,HR,2020-08-28 12:46:00,171,2,,,,
Karlovačka,HR,2020-08-29 13:00:00,173,2,,,,
Karlovačka,HR,2020-08-30 08:47:00,174,2,,,,
Karlovačka,HR,2020-08-31 08:09:00,174,2,,,,
Karlovačka,HR,2020-09-01 09:12:00,174,2,,,,
Karlovačka,HR,2020-09-02 08:14:00,176,2,,,,
Karlovačka,HR,2020-09-03 08:52:00,178,2,,,,
Karlovačka,HR,2020-09-04 08:53:00,185,2,,,,
Karlovačka,HR,2020-09-05 08:19:00,189,2,,,,
Karlovačka,HR,2020-09-06 08:16:00,191,2,,,,
Karlovačka,HR,2020-09-07 09:01:00,191,2,,,,
Karlovačka,HR,2020-09-08 08:10:00,200,2,,,,
Karlovačka,HR,2020-09-09 08:11:00,204,2,,,,
Karlovačka,HR,2020-09-10 09:15:00,209,2,,,,
Karlovačka,HR,2020-09-11 08:45:00,211,2,,,,
Karlovačka,HR,2020-09-12 08:44:00,218,2,,,,
Karlovačka,HR,2020-09-13 08:39:00,218,2,,,,
Karlovačka,HR,2020-09-14 08:15:00,218,2,,,,
Karlovačka,HR,2020-09-15 08:55:00,221,2,,,,
Karlovačka,HR,2020-09-16 08:10:00,230,2,,,,
Karlovačka,HR,2020-09-17 08:29:00,247,2,,,,
Karlovačka,HR,2020-09-18 08:23:00,249,2,,,,
Karlovačka,HR,2020-09-19 08:30:00,259,2,,,,
Karlovačka,HR,2020-09-20 08:37:00,278,2,,,,
Karlovačka,HR,2020-09-21 08:04:00,281,2,,,,
Karlovačka,HR,2020-09-22 08:12:00,293,2,,,,
Karlovačka,HR,2020-09-23 08:47:00,298,2,,,,
Karlovačka,HR,2020-09-24 08:11:00,318,2,,,,
Karlovačka,HR,2020-09-25 08:19:00,333,2,,,,
Karlovačka,HR,2020-09-26 08:42:00,339,2,,,,
Karlovačka,HR,2020-09-27 08:45:00,343,2,,,,
Karlovačka,HR,2020-09-28 08:39:00,344,2,,,,
Karlovačka,HR,2020-09-29 08:36:00,348,2,,,,
Karlovačka,HR,2020-09-30 08:38:00,352,2,,,,
Karlovačka,HR,2020-10-01 08:36:00,365,2,,,,
Karlovačka,HR,2020-10-02 08:31:00,371,3,,,,
Karlovačka,HR,2020-10-03 08:35:00,377,3,,,,
Karlovačka,HR,2020-10-04 08:32:00,385,3,,,,
Karlovačka,HR,2020-10-05 08:07:00,386,3,,,,
Karlovačka,HR,2020-10-06 08:41:00,386,3,,,,
Karlovačka,HR,2020-10-07 08:46:00,405,3,,,,
Karlovačka,HR,2020-10-08 09:05:00,417,4,,,,
Karlovačka,HR,2020-10-09 08:21:00,432,4,,,,
Karlovačka,HR,2020-10-10 09:08:00,448,4,,,,
Karlovačka,HR,2020-10-11 08:39:00,472,4,,,,
Karlovačka,HR,2020-10-12 08:28:00,474,4,,,,
Karlovačka,HR,2020-10-13 08:25:00,482,4,,,,
Karlovačka,HR,2020-10-14 08:28:00,511,4,,,,
Karlovačka,HR,2020-10-15 08:54:00,548,5,,,,
Karlovačka,HR,2020-10-16 08:20:00,592,5,,,,
Karlovačka,HR,2020-10-17 08:33:00,612,5,,,,
Karlovačka,HR,2020-10-18 08:47:00,659,6,,,,
Karlovačka,HR,2020-10-19 09:08:00,661,6,,,,
Karlovačka,HR,2020-10-20 08:51:00,672,7,,,,
Karlovačka,HR,2020-10-21 08:53:00,705,7,,,,
Karlovačka,HR,2020-10-22 08:16:00,732,7,,,,
Karlovačka,HR,2020-10-23 08:44:00,769,8,,,,
Karlovačka,HR,2020-10-24 08:46:00,816,9,,,,
Karlovačka,HR,2020-10-25 08:42:00,937,9,,,,
Karlovačka,HR,2020-10-26 08:34:00,949,9,,,,
Karlovačka,HR,2020-10-27 09:09:00,991,11,,,,
Karlovačka,HR,2020-10-28 09:14:00,1038,13,,,,
Karlovačka,HR,2020-10-29 09:06:00,1119,15,,,,
Karlovačka,HR,2020-10-30 08:46:00,1187,17,,,,
Karlovačka,HR,2020-10-31 08:40:00,1237,17,,,,
Karlovačka,HR,2020-11-01 08:49:00,1272,18,,,,
Karlovačka,HR,2020-11-02 08:15:00,1277,19,,,,
Karlovačka,HR,2020-11-03 08:17:00,1323,21,,,,
Karlovačka,HR,2020-11-04 08:15:00,1383,22,,,,
Karlovačka,HR,2020-11-05 08:15:00,1434,24,,,,
Karlovačka,HR,2020-11-06 08:27:00,1507,25,,,,
Karlovačka,HR,2020-11-07 08:21:00,1547,25,,,,
Karlovačka,HR,2020-11-08 08:40:00,1602,29,,,,
Karlovačka,HR,2020-11-09 08:45:00,1614,30,,,,
Karlovačka,HR,2020-11-10 08:40:00,1658,32,,,,
Karlovačka,HR,2020-11-11 09:02:00,1724,35,,,,
Karlovačka,HR,2020-11-12 08:47:00,1774,36,,,,
Karlovačka,HR,2020-11-13 08:29:00,1826,39,,,,
Karlovačka,HR,2020-11-14 08:25:00,1908,40,,,,
Karlovačka,HR,2020-11-15 08:40:00,1989,44,,,,
Karlovačka,HR,2020-11-16 08:21:00,1997,47,,,,
Karlovačka,HR,2020-11-17 08:11:00,2036,47,,,,
Karlovačka,HR,2020-11-18 08:13:00,2124,49,,,,
Karlovačka,HR,2020-11-19 08:34:00,2160,51,,,,
Karlovačka,HR,2020-11-20 08:53:00,2231,54,,,,
Karlovačka,HR,2020-11-21 08:33:00,2311,57,,,,
Karlovačka,HR,2020-11-22 08:30:00,2366,62,,,,
Karlovačka,HR,2020-11-23 08:45:00,2383,66,,,,
Karlovačka,HR,2020-11-24 08:39:00,2473,67,,,,
Karlovačka,HR,2020-11-25 08:50:00,2568,68,,,,
Karlovačka,HR,2020-11-26 08:48:00,2725,69,,,,
Karlovačka,HR,2020-11-27 08:48:00,2896,71,,,,
Karlovačka,HR,2020-11-28 08:45:00,3028,73,,,,
